"Year","geographic_level","country_code","country_name","region_code","Region","LANumber","new_la_code","LA_name","PriNOR","For_3_P","For_1_P","SecNOR","For_3_S","For_1_S","Quan_P_Su","Quan_S_Su","PRI_NoR19","SEC_NoR19","SEC_NoR15","PRI_NoR15","An_P_gro","An_S_gro","NoR_10_to_15_P_percent","NoR_10_to_15_S_percent","NoR_10_to_19_P_percent","NoR_10_to_19_S_percent","NoR_15_to_current_P_percent","NoR_15_to_current_S_percent","NoR_19_to_current_P_percent","NoR_19_to_current_S_percent","Ban_P_gro","Ban_S_gro","Qual_P_1_N","Qual_P_2_N","Qual_P_3_N","Qual_P_4_N","Qual_P_0_N","Qual_P_Prop","Qual_P_1_E","Qual_P_2_E","Qual_P_3_E","Qual_P_4_E","Qual_P_0_E","Qual_S_Prop","KS2Mat_WAA_N","KS2Mat_AA_N","KS2Mat_A_N","KS2Mat_BA_N","KS2Mat_WBA_N","KS2Mat_NR_N","Qual_KS2Mat_Prop","KS2Mat_WAA_E","KS2Mat_AA_E","KS2Mat_A_E","KS2Mat_BA_E","KS2Mat_WBA_E","KS2Mat_NR_E","KS2Read_WAA_N","KS2Read_AA_N","KS2Read_A_N","KS2Read_BA_N","KS2Read_WBA_N","KS2Read_NR_N","Qual_KS2Read_Prop","KS2Read_WAA_E","KS2Read_AA_E","KS2Read_A_E","KS2Read_BA_E","KS2Read_WBA_E","KS2Read_NR_E","Qual_S_1_N","Qual_S_2_N","Qual_S_3_N","Qual_S_4_N","Qual_S_0_N","Qual_KS4_Prop","Qual_S_1_E","Qual_S_2_E","Qual_S_3_E","Qual_S_4_E","Qual_S_0_E","KS4_WAA_N","KS4_AA_N","KS4_A_N","KS4_BA_N","KS4_WBA_N","KS4_NR_N","KS4_WAA_E","KS4_AA_E","KS4_A_E","KS4_BA_E","KS4_WBA_E","KS4_NR_E","PriCap10","SecCap10","PriCap","SecCap","Quan_P_UP","Quan_S_UP","Quan_P_In","Quan_S_In","Quan_P_RP","Quan_S_RP","Quan_P_PP","Quan_S_PP","Pref_P_1_CY","Pref_P_2_CY","Pref_P_3_CY","Pref_S_1_CY","Pref_S_2_CY","Pref_S_3_CY","Pref_P_T3_CY","Pref_S_T3_CY","Pref_P_1_NY","Pref_P_2_NY","Pref_P_3_NY","Pref_S_1_NY","Pref_S_2_NY","Pref_S_3_NY","Pref_P_T3_NY","Pref_S_T3_NY","CPP_P_NS","CPP_P_EP","CPP_P_ET","CPP_S_NS","CPP_S_EP","CPP_S_ET","Projects_P_NS","Projects_P_EP","Projects_P_ET","Projects_S_NS","Projects_S_EP","Projects_S_ET","Cost_P_NS","Cost_P_EP","Cost_P_ET","Cost_S_NS","Cost_S_EP","Cost_S_ET","Places_P_NS","Places_P_EP","Places_P_ET","Places_S_NS","Places_S_EP","Places_S_ET","Funding","NoR_10_to_break_P_percent","NoR_10_to_break_S_percent","NoR_break_to_current_P_percent","NoR_break_to_current_S_percent"
"2023/24","Local authority","E92000001","England","E12000005","West Midlands","893","E06000051","Shropshire","20508","0.024527014","0.022479033","15446","0.010229186","0.007898485","0.108845262","0.122905492","20960","14816","14715","20053","0.060220402","0.015861712","0.019264003","-0.079967488","0.065365457","-0.07365262","0.022689872","0.0496772","-0.021564885","0.042521598","0.042390973","-0.034262849","0","70","0","0","210","1","1866","19611","2087","210","0","z","0","0","70","0","0","210","0","1729","2135","13498","1459","3057","1896","70","0","0","0","0","210","1","2205","2019","14890","1515","1249","1896","0","0","0","0","0","z","840","12337","3879","1300","0","0","0","0","0","0","0","0","2204","3553","8136","4463","0","25145","18782","23928","18566","14.89886326","12.13508564","0","0","160","290","175","60","98.2503888","1.438569207","0.116640747","89.73409626","7.505890273","1.178054527","99.80559876","98.41804106","95.57555306","3.337082865","0.712410949","91.14235501","7.592267135","0.456942004","99.62504687","99.19156415","23438.98761","19631.8057","9281.650269","28395.61226","27001.53346","10419.50025","70","1204","616","12","144","41","556980662.5","2521430597","197643460.8","320984001","805050720.1","33311142.31","23763","128436","21294","11304","29815","3197","23585105.93","0.065365457","-0.079967488","-0.021564885","0.0496772"
"2023/24","Local authority","E92000001","England","E12000001","North East","808","E06000004","Stockton-on-Tees","16368","-0.026331867","-0.003054741","11997","0.0020005","0.017004251","0.210162953","0.075228474","17386","10648","9883","16264","-0.049425709","0.019838293","0.114354231","-0.089208368","0.191229873","-0.018707953","0.006394491","0.213902661","-0.058552859","0.126690458","0.121479959","0.105612386","0","0","0","0","0","z","2240","16960","478","0","0","z","0","0","0","0","0","0","z","420","4155","9958","3045","2100","0","0","0","0","0","0","0","z","805","1329","12770","1260","3514","0","0","0","0","0","0","z","5625","7088","750","0","0","0","0","0","0","0","0","0","900","7996","3965","602","0","16259","13118","19783","13463","15.8368296","6.996954616","3524","345","0","0","0","390","97.62025316","1.012658228","0.253164557","92.6975945","4.381443299","0.773195876","98.88607595","97.85223368","97.75521112","1.496525922","0","95.3886693","3.381642512","0.395256917","99.25173704","99.16556873","22218.207","18609.31582","8798.230984","26916.67412","25595.20359","9876.817948","70","1204","616","12","144","41","527971253","2390106086","187349530.6","304266084.3","763120995.1","31576186.98","23763","128436","21294","11304","29815","3197","61774002.85","0.191229873","-0.089208368","-0.058552859","0.213902661"
"2023/24","Local authority","E92000001","England","E12000008","South East","872","E06000041","Wokingham","15307","0.021950741","-0.003397139","11173","0.026850443","0.011724693","0.140396603","0.038924116","15143","8958","8268","13807","-0.020382831","0.046182762","0.161814204","-0.023272298","0.274234265","0.058239811","0.108640545","0.35135462","0.010830087","0.247265015","0.288034332","0.319905493","0","0","0","0","0","z","2195","13807","1155","0","210","z","0","0","0","0","0","0","z","2710","2921","8052","1000","315","2369","0","0","0","0","0","0","z","2290","3296","9202","0","210","2369","0","0","0","0","0","z","3234","9587","560","0","0","0","0","0","0","0","0","6001","2658","4162","560","0","0","13272","10278","17157","13591","10.2232325","5.466853065","3885","3313","70","120","0","725","91.01369863","6.575342466","1.315068493","79.79066023","11.15136876","3.824476651","98.90410959","94.76650564","90.01085776","7.220412595","1.411509229","81.56682028","11.56263092","2.681189778","98.64277959","95.81064097","27589.64166","23108.27129","10925.27584","33424.00193","31783.05501","12264.62009","70","1204","616","12","144","41","655612654.9","2967933932","232642823.7","377824917.8","947611785.2","39209990.42","23763","128436","21294","11304","29815","3197","79167294.21","0.274234265","-0.023272298","0.010830087","0.35135462"
"2023/24","Local authority","E92000001","England","E12000002","North West","942","E06000063","Cumberland","19641","z","-0.001018278","14881","z","0.011759962","0.223916534","0.138386008","z","z","z","z","-0.034366886","0.014044755","z","z","z","z","z","z","z","z","z","z","40","30","0","0","0","1","1919","21411","871","98","0","z","0","0","30","0","0","40","0","700","1329","12302","3530","3090","3348","0","0","30","0","0","40","0","1766","630","15199","1587","1769","3348","0","0","0","0","0","z","2376","12582","4780","0","0","0","0","0","0","0","0","0","2649","9446","3700","3383","560","z","z","24369","19738","18.53174115","14.47968386","z","z","30","0","35","0","99.4075328","0.507829031","0","93.52014011","3.642732049","0.245183888","99.91536183","97.40805604","98.5227739","1.025851457","0.123102175","97.18961224","2.027748132","0.177872643","99.67172753","99.39523301","24415.61209","20449.7976","9668.385697","29578.76277","28126.59736","10853.6461","70","1204","616","12","144","41","580188190.1","2626490205","205878605","334358334.4","838594500.2","34699106.57","23763","128436","21294","11304","29815","3197","0","z","z","z","z"
"2023/24","Local authority","E92000001","England","E12000005","West Midlands","860","E10000028","Staffordshire","65585","0.00612945","-0.001387512","47839","0.021948619","0.014465185","0.146610957","0.129909172","66716","44014","42511","63933","0.006449645","0.038608667","0.066118597","-0.103238055","0.112526681","-0.071532539","0.025839551","0.125332267","-0.016952455","0.086904167","0.093666622","0.009155152","0","0","0","0","210","z","6283","62041","6817","0","360","0.792951542","0","0","0","0","0","210","z","5319","7050","36036","7874","4042","15180","0","0","0","0","0","210","z","4185","4788","41834","3644","5870","15180","0","180","47","0","0","0.489130435","2420","49884","8934","0","0","0","45","0","0","47","135","2717","7297","16305","16229","7803","10887","63967","60986","72302","65923","13.0660286","15.16162796","8335","4937","330","310","1431","692.0515098","94.83317887","3.521779425","0.428637627","89.82881419","6.497563414","1.199550169","98.78359592","97.52592778","95.56910093","3.211815731","0.445434298","91.63905175","5.811878664","1.006882488","99.22635096","98.4578129","23438.98761","19631.8057","9281.650269","28395.61226","27001.53346","10419.50025","70","1204","616","12","144","41","556980662.5","2521430597","197643460.8","320984001","805050720.1","33311142.31","23763","128436","21294","11304","29815","3197","135934737.2","0.112526681","-0.103238055","-0.016952455","0.125332267"
"2023/24","Local authority","E92000001","England","E12000009","South West","839","E06000058","Bournemouth, Christchurch and Poole","26299","-0.014068976","0.006578197","20923","0.014577259","0.007408115","0.168986924","0.096954181","27704","18128","z","z","-0.025590327","0.016011088","z","z","z","z","z","z","-0.050714698","0.154181377","z","z","0","0","0","0","0","z","3753","25541","1619","0","0","z","0","0","0","0","0","0","z","2398","4818","12566","4560","599","5972","0","0","0","0","0","0","z","840","4430","15462","2889","1320","5972","0","0","0","0","0","z","6355","19535","1399","0","0","0","0","0","0","0","0","7420","3343","10928","0","2299","3299","z","z","29358","28844","12.01376116","12.9142976","z","z","10","0","0","0","94.34680726","3.807850029","0.849443468","83.10526316","8.789473684","3.210526316","99.00410076","95.10526316","89.01700778","5.88065725","2.017872586","85.85445626","8.340147179","1.662578359","96.91553762","95.85718179","24659.76821","20654.29558","9765.069554","29874.5504","28407.86333","10962.18256","70","1204","616","12","144","41","585990072.1","2652755107","207937391.1","337701917.7","846980445.2","35046097.64","23763","128436","21294","11304","29815","3197","45738279.26","z","z","-0.050714698","z"
"2023/24","Local authority","E92000001","England","E12000006","East of England","874","E06000031","Peterborough","21316","0.008444361","0.018859073","15749","0.003873262","0.003365293","0.110494795","0.069761099","21691","12746","11418","19303","0.044285982","0.04959045","0.239278377","0.027815285","0.392591166","0.147357998","0.104284308","0.379313365","-0.017288276","0.235603327","0.368515665","0.417679359","0","0","0","0","0","z","1772","18562","3570","0","1050","z","0","0","0","0","0","0","z","2342","2730","14030","2416","1246","2190","0","0","0","0","0","0","z","1890","1712","14032","3870","1050","2400","0","0","0","0","0","z","2810","15144","1262","0","900","0","0","0","0","0","0","1905","3950","8630","2561","1650","1420","17191","14649","24114","20956","13.53985237","8.894827257","6923","6307","130","10","675","766","94.41936808","3.364792778","0.738613049","82.5815406","10.5482304","3.053435115","98.5227739","96.18320611","96.12590799","2.865213882","0.443906376","80.80879745","12.02554097","3.689251508","99.43502825","96.52358993","24171.45597","20245.29963","9571.70184","29282.97514","27845.33138","10745.10964","70","1204","616","12","144","41","574386308.2","2600225303","203819819","331014751","830208555.2","34352115.5","23763","128436","21294","11304","29815","3197","65875369.92","0.392591166","0.027815285","-0.017288276","0.379313365"
"2023/24","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","810","E06000010","Kingston upon Hull, City of","22645","-0.016559947","0.008567013","15981","-0.018897441","0.00275327","0.13107355","0.045529459","23386","13337","11593","21566","-0.018282181","0.012702584","0.165855768","-0.135689257","0.264244783","-0.005666145","0.050032458","0.37850427","-0.031685624","0.198245482","0.224186399","0.19145605","0","140","0","0","0","1","5240","18487","1553","0","0","1","0","30","110","0","0","0","0.214285714","4394","4109","12513","2415","1849","0","0","0","140","0","0","0","0","1899","4721","14606","296","3758","0","200","530","0","0","0","0","3000","11855","2450","0","0","0","0","480","0","50","200","2400","1500","1470","1615","9720","600","20776","15145","25420","18035","9.669551534","7.125034655","4644","2890","120","90","21","25","97.19378081","1.896094046","0.379218809","84.26157697","9.105131414","2.221526909","99.46909367","95.58823529","97.12177122","1.881918819","0.332103321","86.81702668","8.290978399","1.620076239","99.33579336","96.72808132","22218.207","18609.31582","8798.230984","26916.67412","25595.20359","9876.817948","70","1204","616","12","144","41","527971253","2390106086","187349530.6","304266084.3","763120995.1","31576186.98","23763","128436","21294","11304","29815","3197","79461264.01","0.264244783","-0.135689257","-0.031685624","0.37850427"
"2023/24","Local authority","E92000001","England","E13000001","Inner London","208","E09000022","Lambeth","18039","-0.025112257","-0.000388048","11299","-0.005929728","0.001327551","0.36928876","0.231391986","21478","11408","10173","21261","-0.081711847","-0.033896805","0.143740922","0.131968399","0.155414492","0.269389118","-0.151545083","0.110685147","-0.160117329","-0.009554698","-0.02958739","0.257260487","0","0","0","0","0","z","6890","17454","1920","0","0","z","0","0","0","0","0","0","z","5301","5038","11144","2681","1920","180","0","0","0","0","0","0","z","3964","5339","12846","870","3065","180","0","0","0","0","0","z","4025","11499","2015","0","0","0","0","0","0","0","0","3229","904","5528","6903","0","975","19570","11798","25004","18799","30.07918733","21.44794936","5434","7001","0","0","0","0","87.95238095","6.333333333","2.380952381","64.38771095","14.92860234","7.659022068","96.66666667","86.97533535","82.8934967","8.246936852","2.968897267","64.08988764","15.64044944","7.056179775","94.10933082","86.78651685","31496.1396","26380.23891","12472.21755","38156.60397","36283.31059","14001.20346","70","1204","616","12","144","41","748442765.3","3388172364","265583400.5","431322251.3","1081786905","44761847.48","23763","128436","21294","11304","29815","3197","114848438.4","0.155414492","0.131968399","-0.160117329","0.110685147"
"2023/24","Local authority","E92000001","England","E13000001","Inner London","201","E09000001","City of London","209","Low","Low","z","z","z","0.124999992","z","234","0","0","204","0.004784689","z","-0.004878049","z","0.141463415","z","0.024509804","z","-0.106837607","z","0.019512195","z","0","0","0","0","0","z","240","0","0","0","0","z","0","0","0","0","0","0","z","0","0","240","0","0","0","0","0","0","0","0","0","z","0","0","240","0","0","0","0","0","0","0","0","z","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","210","z","240","z","15.41666667","z","30","z","0","0","0","0","80.76923077","19.23076923","0","77.77777778","5.555555556","5.555555556","100","88.88888889","88.88888889","11.11111111","0","65.625","15.625","0","100","81.25","31496.1396","26380.23891","12472.21755","38156.60397","36283.31059","14001.20346","70","1204","616","12","144","41","748442765.3","3388172364","265583400.5","431322251.3","1081786905","44761847.48","23763","128436","21294","11304","29815","3197","3345175.42","0.141463415","z","-0.106837607","z"
"2023/24","Local authority","E92000001","England","E12000009","South West","878","E10000008","Devon","53257","0.019772049","0.020260247","36713","0.047067796","0.030806526","0.198107428","0.168342458","55890","35215","34256","52668","0.00396192","0.052978509","0.057420495","-0.092508212","0.122108898","-0.067102893","0.011183261","0.071724661","-0.047110395","0.042538691","0.069245904","-0.027418671","0","111","56","0","128","0.664670659","4587","53588","6405","476","0","0.789473684","36","0","0","0","75","184","0.324324324","3584","3244","33867","10325","8486","5550","36","0","75","0","0","184","0.324324324","5483","3720","41304","4407","4592","5550","0","150","40","0","545","0","3236","32417","11943","1197","0","0","0","40","150","0","545","1835","9884","17054","17938","1482","600","54609","44311","64960","50706","17.86176108","20.32501085","10351","6395","350","420","175","344","96.98544699","1.767151767","0.282150282","92.59453782","4.529936975","0.630252101","99.03474903","97.75472689","96.1527079","2.323172536","0.429121042","93.2638332","4.477412457","0.44105854","98.90500148","98.1823042","24659.76821","20654.29558","9765.069554","29874.5504","28407.86333","10962.18256","70","1204","616","12","144","41","585990072.1","2652755107","207937391.1","337701917.7","846980445.2","35046097.64","23763","128436","21294","11304","29815","3197","109316385.2","0.122108898","-0.092508212","-0.047110395","0.071724661"
"2023/24","Local authority","E92000001","England","E13000002","Outer London","303","E09000004","Bexley","21218","0.013997549","-0.003204826","15726","0.066831998","0.024036627","0.187863241","0.149526442","22492","16149","15971","21622","-0.045056084","0.020348468","0.122637591","-0.020964875","0.16780893","-0.010053332","-0.018684673","-0.015340304","-0.056642362","-0.026193572","0.101661475","-0.035983571","0","0","0","0","390","z","3188","20261","1200","0","0","z","0","0","0","0","0","390","z","2730","5070","11914","3525","420","990","0","0","0","0","0","390","z","1890","4868","13271","3630","0","990","0","0","0","0","0","z","2970","14926","2915","0","0","0","0","0","0","0","0","7076","1420","7265","2100","2950","0","19214","21891","24409","23491","12.8559138","16.01890086","5195","1600","0","0","0","0","93.02241504","4.591467824","1.120751988","68.05970149","14.12935323","6.766169154","98.73463485","88.95522388","92.28237015","6.035113387","0.621799561","70.66088117","13.2176235","6.441922563","98.9392831","90.32042724","29542.89063","24744.2551","11698.74669","35790.30295","34033.1828","13132.91178","70","1204","616","12","144","41","702027710.1","3178053148","249113112.1","404573584.6","1014699345","41985918.95","23763","128436","21294","11304","29815","3197","57825284.17","0.16780893","-0.020964875","-0.056642362","-0.015340304"
"2023/24","Local authority","E92000001","England","E13000002","Outer London","314","E09000021","Kingston upon Thames","12351","0.05853777","0.013683103","10022","9.98E-05","0.009978048","0.165970773","0.006891724","13470","8696","7612","12851","-0.025180147","0.030832169","0.167317649","0.002370292","0.223544373","0.145114564","-0.038907478","0.31660536","-0.083073497","0.152483901","0.121900263","0.3197261","0","0","0","0","0","z","2550","11820","0","0","0","z","0","0","0","0","0","0","z","1620","3750","6450","840","420","1290","0","0","0","0","0","0","z","2490","2670","6870","1050","0","1290","0","0","0","0","0","z","4858","8053","0","0","0","0","0","0","0","0","0","8829","3155","927","0","0","0","11112","10431","14370","12911","11.48921364","3.059406707","3258","2480","60","220","0","0","88.66837388","6.722151088","1.984635083","73.51498638","14.38692098","4.85013624","97.37516005","92.7520436","88.1377551","7.270408163","1.721938776","73.53249476","13.15513627","5.607966457","97.13010204","92.29559748","29542.89063","24744.2551","11698.74669","35790.30295","34033.1828","13132.91178","70","1204","616","12","144","41","702027710.1","3178053148","249113112.1","404573584.6","1014699345","41985918.95","23763","128436","21294","11304","29815","3197","71892269.69","0.223544373","0.002370292","-0.083073497","0.31660536"
"2023/24","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","373","E08000019","Sheffield","44174","-0.002127949","0.027210576","30962","0.00510303","0.00784833","0.078050164","0.040217306","44525","27464","25780","42729","0.023475347","0.019475486","0.116105945","-0.057093742","0.163018493","0.004498738","0.033817782","0.201008534","-0.007883212","0.127366735","0.153850172","0.132438462","0","0","0","0","0","z","5385","40731","1670","0","0","1","0","0","0","0","0","0","z","2561","4875","26186","7262","3020","3882","0","0","0","0","0","0","z","4270","6101","23259","5957","4317","3882","253","276","0","0","0","1","4170","24077","6688","900","0","529","0","0","0","0","0","8574","0","9018","8613","8190","1440","42754","31616","46946","37624","7.745068802","5.908462683","4192","6008","610","410","175","535","94.6463393","3.687289488","0.514093246","90.3210576","5.964746616","1.44790683","98.84772204","97.73371105","96.87383699","2.530703387","0.186081131","88.78371983","6.231266761","1.766840196","99.59062151","96.78182679","22218.207","18609.31582","8798.230984","26916.67412","25595.20359","9876.817948","70","1204","616","12","144","41","527971253","2390106086","187349530.6","304266084.3","763120995.1","31576186.98","23763","128436","21294","11304","29815","3197","172713006.7","0.163018493","-0.057093742","-0.007883212","0.201008534"
"2023/24","Local authority","E92000001","England","E12000001","North East","841","E06000005","Darlington","8352","-0.034243295","-0.00131705","6201","-0.002741493","-0.009675859","0.158405618","0.087592873","8944","5920","5532","8497","-0.024185824","-0.021125625","0.055659088","-0.026912929","0.111193937","0.041336851","-0.017064846","0.120932755","-0.066189624","0.047466216","0.037644428","0.090765172","0","0","0","0","0","z","210","8424","1050","0","0","z","0","0","0","0","0","0","z","850","735","4934","1470","1155","540","0","0","0","0","0","0","z","105","0","7674","0","1365","540","0","0","0","0","0","z","1382","4653","0","900","0","0","0","0","0","0","0","0","1382","1153","2100","2300","0","8480","6433","9320","7299","11.6416309","7.822989451","840","866","0","0","0","0","93.26047359","4.371584699","0.637522769","95.56856187","3.344481605","0.334448161","98.26958106","99.24749164","96.33113829","2.257761054","0.188146754","91.82058047","6.156552331","0.879507476","98.7770461","98.85664028","22218.207","18609.31582","8798.230984","26916.67412","25595.20359","9876.817948","70","1204","616","12","144","41","527971253","2390106086","187349530.6","304266084.3","763120995.1","31576186.98","23763","128436","21294","11304","29815","3197","14377754.59","0.111193937","-0.026912929","-0.066189624","0.120932755"
"2023/24","Local authority","E92000001","England","E12000009","South West","420","E06000053","Isles of Scilly","144","Low","Low","103","Low","Low","0.295180735","0.070588235","147","92","98","154","-0.1875","0.223300971","0.054794521","-0.08411215","0.006849315","-0.140186916","-0.064935065","0.051020408","-0.020408163","0.119565217","-0.01369863","-0.037383178","0","0","0","0","0","z","0","166","0","0","0","z","0","0","0","0","0","0","z","0","0","166","0","0","0","0","0","0","0","0","0","z","0","0","166","0","0","0","0","0","0","0","0","z","0","119","0","0","0","0","0","0","0","0","0","119","0","0","0","0","0","265","z","z","285","z","12.98245614","z","z","0","20","0","0","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","z","24659.76821","20654.29558","9765.069554","29874.5504","28407.86333","10962.18256","70","1204","616","12","144","41","585990072.1","2652755107","207937391.1","337701917.7","846980445.2","35046097.64","23763","128436","21294","11304","29815","3197","1136262.12","0.006849315","-0.08411215","-0.020408163","0.051020408"
"2023/24","Local authority","E92000001","England","E13000001","Inner London","211","E09000030","Tower Hamlets","21918","0.027101013","-0.000912492","14602","0.035406109","0.018559101","0.200850282","0.120787719","23492","14446","13177","22818","-0.048042705","-0.001780578","0.114377808","0.026965942","0.147294393","0.125867041","-0.039442545","0.108142976","-0.067001532","0.010798837","0.070423911","0.138025095","0","0","0","0","0","z","8107","17072","630","0","420","1","0","0","0","0","0","0","z","7430","6434","10628","861","0","876","0","0","0","0","0","0","z","3409","4261","16753","930","0","876","0","195","0","0","0","0","4426","14712","1005","0","0","0","0","95","0","0","100","7298","2493","5477","2525","0","2350","21582","15410","25809","20758","15.08001085","7.905385875","4227","5348","0","0","0","540","92.26666667","4.733333333","1","71.09882965","13.52405722","4.876462939","98","89.4993498","92.2892392","4.009595613","1.336531871","74.78025693","13.0831643","4.124408384","97.63536669","91.98782961","31496.1396","26380.23891","12472.21755","38156.60397","36283.31059","14001.20346","70","1204","616","12","144","41","748442765.3","3388172364","265583400.5","431322251.3","1081786905","44761847.48","23763","128436","21294","11304","29815","3197","94492116.84","0.147294393","0.026965942","-0.067001532","0.108142976"
"2023/24","Local authority","E92000001","England","E12000009","South West","916","E10000013","Gloucestershire","46915","0.013321965","-0.009826282","36945","0.022844769","0.008932197","0.127817324","0.074043877","47524","32519","31590","44480","-0.003026751","0.038516714","0.06943643","-0.060939358","0.142623581","-0.033323424","0.054743705","0.16951567","-0.012814578","0.136105046","0.127981343","0.098246136","0","0","0","0","0","z","4530","42276","4329","0","0","1","0","0","0","0","0","0","z","3349","4172","28265","5895","4532","4922","0","0","0","0","0","0","z","4535","4376","31795","2319","3188","4922","0","50","0","0","0","0","10882","32618","3201","0","0","0","0","50","0","0","0","11124","11313","17495","2417","2792","1560","46562","41832","52985","48001","10.67849391","11.05810296","6423","6169","340","280","301","40","93.24055666","4.324055666","1.093439364","85.45400239","7.631421744","2.150537634","98.65805169","95.23596177","91.89235516","5.09084676","1.148440178","84.57622043","8.370769692","2.440850554","98.1316421","95.38784067","24659.76821","20654.29558","9765.069554","29874.5504","28407.86333","10962.18256","70","1204","616","12","144","41","585990072.1","2652755107","207937391.1","337701917.7","846980445.2","35046097.64","23763","128436","21294","11304","29815","3197","151312563.1","0.142623581","-0.060939358","-0.012814578","0.16951567"
"2023/24","Local authority","E92000001","England","E12000009","South West","802","E06000024","North Somerset","16188","-0.049172226","-0.004880158","12648","0.00426945","0.006325111","0.176301179","0.067097835","16941","11219","10710","16053","-0.045156906","0.005850727","0.083710255","-0.046813813","0.143657598","-0.001512994","0.008409643","0.180952381","-0.04444838","0.127373206","0.092823871","0.125667497","0","90","0","0","0","1","2760","14807","1048","0","0","1","0","0","90","0","0","0","0","840","840","12362","1888","1155","1530","0","0","90","0","0","0","0","1365","660","13065","1365","630","1530","0","209","0","0","0","1","0","11777","3198","0","0","0","209","0","0","0","0","0","5247","6378","2400","0","950","15430","13487","18899","15184","12.6302979","7.31691254","3469","1697","40","10","0","0","97.20976582","2.142501246","0","93.47735771","3.822185293","0.498545908","99.35226707","97.79808891","96.12440191","2.488038278","0.4784689","93.30691325","3.874944958","0.528401585","99.09090909","97.7102598","24659.76821","20654.29558","9765.069554","29874.5504","28407.86333","10962.18256","70","1204","616","12","144","41","585990072.1","2652755107","207937391.1","337701917.7","846980445.2","35046097.64","23763","128436","21294","11304","29815","3197","71404884.98","0.143657598","-0.046813813","-0.04444838","0.180952381"
"2023/24","National","E92000001","England","","England","0","","England","4365857","0.000803737","0.008383921","3159437","0.017269533","0.01129505","0.147467798","0.091788324","4515525","2844157","2679601","4270211","-0.005659141","0.0264468","0.10783013","-0.049959032","0.171472475","0.008383587","0.022398425","0.179069944","-0.033145205","0.110851827","0.13264378","0.12016475","1961","9245","512","0","5843","0.956306537","627760","3994578","322578","22350","8212","0.870039433","808","1619","6057","1367","699","7011","0.230047393","511244","676285","2476290","563835","338739","409085","696","1273","6825","1216","540","7011","0.186635071","409287","523149","2875497","379614","379917","408014","5131","15609","2523","575","11085","0.444195939","614265","2687647","464256","88494","12730","4453","5676","7189","3256","2229","12120","627915","706611","1205260","649600","519856","158150","4227527","3563118","4950124","4052248","12.35035728","11.15899126","722597","489130","27870","26970","20541","26458.04188","93.1569371","4.45285912","0.943411507","82.92272005","8.756250246","2.881182986","98.55320773","94.56015329","92.5625602","4.668617224","1.108001527","83.51933341","8.682215939","2.748172068","98.33917895","94.94972142","24415.61209","20449.7976","9668.385697","29578.76277","28126.59736","10853.6461","70","1204","616","12","144","41","580188190.1","2626490205","205878605","334358334.4","838594500.2","34699106.57","23763","128436","21294","11304","29815","3197","14332423101","0.171472475","-0.049959032","-0.033145205","0.179069944"
"2022/23","Local authority","E92000001","England","E12000005","West Midlands","332","E08000027","Dudley","26572","-0.01798886","-0.008843896","18322","-0.011461631","-0.009551359","0.106956552","0.064078073","27144","16974","17383","25614","-0.04004215","0.013590219","0.046537283","-0.097690112","0.109050051","-0.118920322","0.0374014210978371","0.0540182937352586","-0.0210727969348659","0.0794155767644633","0.085679265","-0.048948871","0","0","0","0","0","z","1266","19978","5099","630","0","z","0","0","0","0","0","0","z","2503","2163","13923","4668","2467","1249","0","0","0","0","0","0","z","1260","1120","17198","3679","2467","1249","0","0","0","0","0","z","1175","14937","2949","1209","0","0","0","0","0","0","0","0","2913","9772","7585","0","0",NA,NA,NA,NA,"5.885455121","10.38973853","897","0","0","200","120","0","91.5","5.1","1.2","84.6","9","1.9","97.9","95.5","92.8","4.6","1","85.7","9.2","1.6","98.4","96.5","22910.28864","19188.98301","9072.289736","27755.10973","26392.47632","10184.47393","70","1204","616","12","144","41","544417189","2464556222","193185337.6","313743760.4","786891681.3","32559763.16","23763","128436","21294","11304","29815","3197","36097576.72","0.109050051","-0.097690112","-0.0210727969348659","0.0540182937352586"
"2022/23","Local authority","E92000001","England","E13000001","Inner London","204","E09000012","Hackney","16286","0.05581481","0.009026157","12238","0.016751103","0.001552541","0.279676674","0.111087101","18379","11886","10563","18360","-0.042367678","-0.044451708","0.157191479","0.359109624","0.158389008","0.529336078","-0.112962962962963","0.158572375272176","-0.113879971706839","0.0296146727242134","0.0264717","0.574626866","0","0","0","0","0","z","8225","12226","1199","0","0","1","0","0","0","0","0","0","z","2653","2880","14140","1347","630","0","0","0","0","0","0","0","z","2682","3119","12182","2197","1470","0","80","0","0","0","0","1","3425","11911","450","0","0","80","0","0","0","0","0","4625","4284","5198","1679","0","0",NA,NA,NA,NA,"23.06235566","7.897390647","4002","6893","0","0","0","0","89","6.9","1.9","69.8","14.2","7","97.9","91","93.5","3.7","1","74","14.3","6","98.2","94.3","30785.70036","25785.19592","12190.88933","37295.9287","35464.89005","13685.38684","70","1204","616","12","144","41","731560597.7","3311747424","259592797.5","421593178","1057385697","43752181.74","23763","128436","21294","11304","29815","3197","47830724.96","0.158389008","0.359109624","-0.113879971706839","0.158572375272176"
